station_code,station_name,state,zone
AA,Ataria,UP,NER
AADR,Amb Andaura,,
AAG,Angar,MH,CR
AAH,Itehar,MP,NCR
AAK,Ankaikila,,
AAL,Amlai,MP,SECR
AAM,Angadippuram,KL,SR
AAP,Ambiapur,UP,NCR
AAR,Adesar,GJ,WR
AAS,Asranada,RJ,NWR
AAV,Ambav,GJ,WR
AAY,Aralvaymozhi,TN,SR
AB,Ambur,TN,SR
ABB,Abada,WB,SER
ABD,Ambli Road,GJ,WR
ABE,Ambikeshwar,MP,NCR
ABEO,Pattaravakkam,,SR
ABFC,Ambari Falakata,WB,NFR
ABGT,Arbagatta Halt,KA,SWR
ABH,Ambarnath,MH,CR
ABI,Ambaturai,TN,SR
ABKA,Ambika Kalna,WB,ER
ABKP,Ambikapur,CG,SECR
ABLE,Ambale,MH,CR
ABO,Asthal Bohar,HR,NR
ABP,Akbarpur,UP,NR
ABR,Abu Road,RJ,NWR
ABS,Abohar,PB,NR
ABSA,Ambassa,TR,NFR
ABU,Ambattur,TN,SR
ABW,Abutara Halt,WB,NFR
ABX,Ambari,MH,SCR
ABY,Ambivli,MH,CR
ABZ,Adgaon Buzurg,MH,SCR
ACG,Achegaon,MH,CR
ACH,Achalganj,UP,NR
ACK,Acharapakkam,TN,SR
ACL,Ancheli,GJ,WR
ACLE,Azimganj City,WB,ER
ACN,Adhichchanur,,
ACND,Acharya Narendra Dev Nagar,UP,NR
AD,Adoni,AP,SCR
ADB,Adilabad,AP,SCR
ADD,Adas Road,GJ,WR
ADE,Adari Road,GJ,WR
ADF,Adina,WB,NFR
ADH,Mumbai Andheri,MH,WR
ADHL,Adihalli,KA,SWR
ADI,Ahmedabad Junction,GJ,WR
ADL,Andul,WB,SER
ADR,Mandi Adampur,HR,NWR
ADRA,Adra Junction,WB,SER
ADST,Adi Saptagram,WB,ER
ADT,Aduturai,TN,SR
ADTL,Adhartal,MP,WCR
ADTP,Adityapur,JH,SER
ADVI,Adavali,MH,KR
AE,Amreli,GJ,WR
AED,Aulenda,UP,NCR
AEH,Anant Paith,MP,NCR
AEJ,Arnej,GJ,WR
AEK,Anekal Road,KA,SWR
AEL,Ateli,HR,NWR
AEP,Amreli Para,GJ,WR
AF,Agra Fort,UP,NCR
AFK,Angamaly,KL,SR
AFR,Asafpur,UP,NR
AG,Aranghata,WB,ER
AGA,Agra City,UP,NCR
AGAE,Agradwip,WB,ER
AGAS,Agas,,
AGB,Ambagaon,CG,ECoR
AGC,Agra Cantt.,UP,NCR
AGCI,Angadi,GJ,WR
AGD,Agasod,MP,NCR
AGDL,Agran Dhulgaon,MH,CR
AGE,Angai,RJ,NCR
AGI,Amguri,AS,NFR
AGL,Amargol,KA,SWR
AGN,Amgaon,MH,SECR
AGP,Agarpara,WB,ER
AGQ,Asirgarh Road,MP,CR
AGR,Amargarh,MP,WR
AGT,Agthori,AS,NFR
AGTL,Agartala,TR,NFR
AGV,Angua,WB,SER
AGY,Agori Khas,UP,NCR
AGZ,Amagura,CG,ECoR
AH,Achhnera Junction,UP,NCR
AHA,Abhaipur,BR,ER
AHD,Aherwadi,KA,SWR
AHH,Ahmadgarh,PB,NR
AHI,Ashti,MH,CR
AHJU,Ahju,HP,NR
AHL,Ajharail,WB,NFR
AHLR,Ahalyapur,UP,NER
AHM,Ahimanpur,UP,NER
AHN,Ahiran,WB,ER
AHO,Adarshnagar,RJ,NWR
AHQ,Ahera Halt,UP,NR
AHU,Ahirauli,UP,NER
AHZ,Adhinpur,UP,NR
AI,Adipur,GJ,WR
AIA,Ajaraka,RJ,NWR
AIG,Algawan,UP,NR
AIH,Alawalpur I Pur,UP,NR
AII,Ajmer Junction,RJ,NWR
AILM,Ailam,UP,NR
AIP,Attippattu,TN,SR
AIPP,Attipattu Pudu Nagar,TN,SR
AIR,Alindra Road,GJ,WR
AIT,Ait,UP,NCR
AJ,Ajgain,UP,NR
AJE,Anjar,GJ,WR
AJH,Ajhai,UP,NCR
AJI,Anjhi Shahabad,UP,NR
AJIT,Ajit,RJ,NWR
AJJ,Arakkonam Junction,TN,SR
AJKI,Ajitkheri,MP,WR
AJL,Ajitwal,PB,NR
AJM,Adraj Moti,GJ,WR
AJN,Ajnod,MP,WR
AJNI,Ajni,MH,CR
AJP,Ajjampur,KA,SWR
AJR,Ajaibpur,UP,NCR
AJRE,Aujari,AS,NFR
AJTM,Ajitgill Matta,PB,NR
AJU,Arjuni,MH,SECR
AK,Akola Junction,MH,CR
AKAT,Akkampet,AP,SR
AKD,Akodia,MP,WR
AKE,Akanapet,AP,SCR
AKI,Adarki,MH,CR
AKJ,AkbarGanj,UP,NR
AKK,Akkihebbalu,KA,SWR
AKL,Anakhol,GJ,WR
AKM,Arambakkam,TN,SR
AKN,Akbarnagar,BR,ER
AKNR,Adhyatmik Nagar,UP,NR
AKOR,Akalkot Road,MH,CR
AKOT,Akot,MH,SCR
AKP,Anakapalle,AP,SCR
AKR,Akolner,MH,CR
AKRA,Akra,WB,ER
AKRD,Akurdi,MH,CR
AKS,Ankuspur,UP,NER
AKT,Akaltara,CG,SECR
AKU,Angalakuduru,AP,SCR
AKV,Ankleshwar Junction,GJ,WR
AKVD,Akividu,AP,SCR
AKVX,Akividu,,
AKW,Akora,UP,NCR
AKY,Akkurti,AP,SCR
AKZ,Akashi,JH,SER
AL,Attili,AP,SCR
ALAI,Alai,UA,NWR
ALB,Alia Bada,GJ,WR
ALD,Allahabad Junction,UP,NCR
ALER,Aler,AP,SCR
ALGP,Algapur,AS,
ALJ,Alai,UA,NER
ALJN,Aligarh Junction,UP,NCR
ALK,Alakkudi,TN,SR
ALL,Alal,PB,NR
ALLP,Alappuzha,KL,SR
ALM,Alamanda,AP,ECoR
ALMR,Alampur,GJ,WR
ALMW,Almaw,UP,NER
ALN,Alandi,MH,CR
ALNI,Alniya,RJ,WCR
ALNP,Akelahanspur Halt,UP,NER
ALP,Alapakam,TN,SR
ALPR,Alampur Road,AP,SCR
ALS,Amlori Sarsar,BR,NER
ALU,Ariyalur,TN,SR
ALUR,Alur Halt,KA,SWR
ALV,Anklav,GJ,WR
ALW,Alwal,AP,SCR
ALY,Allahabad City,UP,NER
AMA,Atamanda,UP,NER
AMB,Ambodala,OR,ECoR
AMBR,Ambika Rohina,MH,SCR
AMC,Amritapura,KA,SWR
AMDI,Amdi Halt,MH,SECR
AME,Amethi,UP,NR
AMG,Alamnagar,UP,NR
AMH,Azamgarh,UP,NER
AMI,Amravati,MH,CR
AMIN,Amin,HR,NR
AMJ,Amin Gaon,AS,NFR
AML,Amalsad,GJ,WR
AMLA,Amla Junction,MP,CR
AMLI,Amli,RJ,WCR
AMLO,Amlo,,ECR
AMLP,Amalpur,GJ,WR
AMLR,Amala Nagar,KL,SR
AMM,Atirampattinam,TN,SR
AMNR,Ammanur,TN,SR
AMO,Amolwa,BR,ECR
AMOD,Amod,GJ,WR
AMP,Ahmadpur Junction,WB,ER
AMPA,Ambalappuzha,KL,SR
AMPL,Ammapali,BR,ER
AMPR,Amarpura Rathan,RJ,NWR
AMQ,Ammuguda,AP,SCR
AMRO,Amroha,UP,NR
AMS,Amausi,UP,NR
AMSA,Ammasandra,KA,SWR
AMT,Ammapet,TN,SR
AMVA,Amaravila Halt,KL,SR
AMW,Aman Vadi,MH,SCR
AMX,Amlakhurd,MP,SCR
AMY,Akathumuri,KL,SR
AN,Amalner,MH,WR
ANA,Aslana,MP,WCR
ANAH,Aunta Halt,BR,ECR
ANAS,Anas,MP,WR
ANB,Ammanabrolu,AP,SCR
ANC,Annechakanahali,KA,SWR
ANCR,Anchuri,WB,SER
AND,Andampaliam,TN,SR
ANDI,Adarsh Nagar,DL,NR
ANDN,Anand Nagar,UP,NER
ANE,Anantarajupet,AP,SCR
ANF,Anandapuram,KA,SWR
ANG,Ahmadnagar,MH,CR
ANGL,Angul,OR,ECoR
ANGR,Angadgeri Halt,KA,SWR
ANH,Ankorah Akorha,BR,ECR
ANI,Ajanti,MP,WR
ANJ,Anjangaon,MH,CR
ANK,Ankai,MH,CR
ANKI,Anakhi,GJ,WR
ANKL,Ankola,KA,KR
ANMD,Arang Mahanadi,CG,ECoR
ANND,Anand Junction,GJ,WR
ANNR,Annanur,TN,SR
ANO,Anjani,MH,KR
ANP,Anandatandavapuram,TN,SR
ANPR,Anpara,UP,ECR
ANR,Anara,WB,SER
ANSB,Anandpur Sahib,PB,NR
ANT,Anantnag,JK,NR
ANTU,Antu,UP,NR
ANU,Anangur,TN,SR
ANV,Annavaram,AP,SCR
ANVR,Delhi Anand Vihar Terminus,DL,NR
ANVT,Delhi Anand Vihar Terminus,DL,NR
ANW,Anawal,GJ,WR
ANY,Arumuganeri,TN,SR
AO,Aonla,UP,NR
AON,Araon,UP,NCR
AONI,Amoni,AS,NFR
AOR,Argora,JH,SER
AP,Ashokapuram,KA,SWR
APA,Amarpura,RJ,NWR
APB,Anuppambattu,TN,SR
APD,Alipur Duar,WB,NFR
APDC,Alipur Duar Court,WB,NFR
APDJ,Alipur Duar Junction,WB,NFR
APE,Andanappettai,TN,SR
APG,Anupganj,UP,NR
APH,Anupgarh,RJ,NWR
APJ,Amarpur Jorasi,RJ,NWR
APK,Aruppukkottai,,
APL,Appikatla,AP,SCR
APN,Ayodhyapattanam,TN,SR
APQ,Aditpara,,
APR,Anuppur Junction,MP,SECR
APT,Anaparti,AP,SCR
APTA,Apta,MH,CR
APU,Anipur,AS,NFR
AQG,Ashapura Gomat,RJ,NWR
ARA,Ara,BR,ECR
ARAG,Arag,MH,CR
ARCL,Arunachal,AS,NFR
ARD,Amarda Road,OR,SER
ARE,Arnetha,RJ,WCR
ARG,Angar Ghat,BR,ECR
ARGD,Arigada,,ECR
ARGL,Argul,OR,ECoR
ARGP,Aralaguppe,KA,SWR
ARH,Amhera,UP,NR
ARI,Antri,MP,NCR
ARJ,Aunrihar Junction,UP,NER
ARK,Arakku,AP,ECoR
ARKA,Arkha,UP,NR
ARL,Aroul,UP,NER
ARMU,Armur,,
ARN,Arand,CG,ECoR
ARNA,Arnia,RJ,NWR
ARNH,Arjunahalli,KA,SWR
AROR,Aroor Halt,KL,SR
ARP,Atrampur,UP,NR
ARPL,Arepalli Halt,AP,SCR
ARQ,Arariya Court,BR,NFR
ARR,Arariya,,NFR
ARS,Arasur,TN,SR
ARU,Arasalu,KA,SWR
ARV,Arni Road,TN,SR
ARVI,Arvi,MH,CR
ARW,Ahraura Road,UP,NCR
ARX,Areli,UP,NER
AS,Arjansar,RJ,NWR
ASAF,Asifabad Road,AP,SCR
ASAN,Asan,HR,NR
ASB,Asanboni,JH,SER
ASCE,Athsarai,UP,NCR
ASD,Ambasamudram,,
ASE,Asaudah,HR,NR
ASH,Aishbagh,UP,NER
ASI,Arseni,UP,NR
ASJP,Amar Shahid Jagdev Prasad Halt,,
ASK,Arsikere Junction,KA,SWR
ASKN,Ashok Nagar,MP,WCR
ASL,Aslaoda,MP,WR
ASLU,Aslu,RJ,NWR
ASM,Asarma,GJ,WR
ASN,Asansol Junction,WB,ER
ASO,Asangaon,MH,CR
ASP,Aspari,AP,SCR
ASR,Amritsar Junction,PB,NR
AST,Asaoti,HR,NR
ASV,Asarva Junction,GJ,WR
AT,Asnoti,KA,KR
ATA,Ata,UP,NCR
ATB,Alattambadi,TN,SR
ATC,Arts College,AP,SCR
ATDA,Atladara,GJ,WR
ATE,Atarra,UP,NCR
ATG,Atgaon,MH,CR
ATH,Antah,RJ,WCR
ATKS,Atwa Kursath,UP,NR
ATL,Athmal Gola,BR,ECR
ATM,Altagram,WB,NFR
ATMO,Aithal,UA,NR
ATNR,Awatarnagar,BR,ECR
ATP,Anantapur,AP,SCR
ATQ,Arantangi,TN,SR
ATR,Attar,MP,WR
ATRR,Atraura,UP,NER
ATRU,Atru,RJ,WCR
ATS,Attabira,OR,ECoR
ATT,Attari,PB,NR
ATU,Attur,TN,SR
ATUL,Atul,GJ,WR
ATW,Atwa Muthia Halt,UP,NR
ATX,Alinagar Tola,BR,ECR
AUB,Aluabari Road,WB,NFR
AUBR,Anugraha Narayan Road,BR,ECR
AUI,Aurahi,BR,ECR
AUL,Agsauli,UP,NER
AUNG,Aung,UP,NCR
AUR,Atrauli Road,UP,NR
AUS,Anupshahr,RJ,NWR
AUWA,Auwa,RJ,NWR
AV,Asvali,MH,CR
AVD,Avadi,TN,SR
AVK,Aravankadu,TN,SR
AVL,Amritvel,GJ,WR
AVLI,Aravalli,AP,SCR
AVN,Anavardikhanpet,TN,SR
AVP,Abhanpur Junction,CG,SECR
AVRD,Aravali Road,MH,KR
AVS,Auvaneeswaram,KL,SR
AVT,Avati,KA,SWR
AWB,Aurangabad,MH,SCR
AWG,Awa Garh,UP,NCR
AWH,Alewahi,MH,SECR
AWL,Alawalpur,PB,NR
AWM,Aswapuram,AP,SCR
AWP,Aghwanpur,UP,NR
AWPR,Awapur,BR,ECR
AWR,Alwar,RJ,NWR
AWS,Awasani,BR,ECR
AWT,Alwar Tirunagri,TN,SR
AWY,Aluva,KL,SR
AXA,Amarsar,GJ,WR
AXK,Asokhar,MP,NCR
AXR,Alluru Road,AP,SCR
AY,Ayodhya,UP,NR
AYB,Aliyabad,KA,SWR
AYD,Ayandur,,
AYI,Ayingudi,TN,SR
AYM,Adiyakkamangalam,TN,SR
AYN,Aiyanapuram,TN,SR
AYR,Ayyalur,TN,SR
AYRN,Akshaywat Rai Nagar,BR,ECR
AYU,Abhayapuri Asam,AS,NFR
AYV,Aryankavu,,
AZ,Azimganj Junction,WB,ER
AZA,Azara,AS,NFR
AZP,Ayyampet,TN,SR
AZR,Azamnagar Road,BR,NFR
BA,Bandra,MH,WR
BAA,Barala,WB,ER
BAAR,Bandar P.H.,WB,
BAB,Babina,UP,NCR
BABR,Balanagar,AP,SCR
BAD,Bad,UP,NCR
BADK,Barka,UP,NR
BADR,Bhader,GJ,WR
BAE,Baliakheri,UP,NR
BAF,Bap,RJ,
BAGA,Bhagega,RJ,NWR
BAGL,Baragopal,BR,ECR
BAH,Bhabhar,GJ,WR
BAHI,Balenahalli,KA,SWR
BAHN,Babhabgaon Halt,WB,NFR
BAHP,Band Hamirpur,UP,NR
BAHW,Bahir Khanda,WB,ER
BAI,Bassi,RJ,NWR
BAJ,Bhalej,GJ,WR
BAJE,Bajakare Halt,KA,SWR
BAJN,Bajana,GJ,WR
BAK,Bhan Kari,RJ,NWR
BAKA,Banka,BR,
BAKL,Bakal,CG,SECR
BAKT,Barhara Kothi,BR,ECR
BAL,Budalur,TN,SR
BALE,Bale,MH,CR
BALI,Bhaili,GJ,WR
BALR,Baitalpur,UP,NER
BALU,Balugaon,OR,ECoR
BAM,Brahmapur,OR,ECoR
BAMA,Birambad,RJ,NCR
BAMR,Bamur,OR,ECoR
BAND,Banaswadi,KA,SWR
BANE,Basni,RJ,NWR
BANI,Bani,UP,NR
BANL,Bhatangli,MH,
BANO,Bano,JH,SER
BAO,Banmor,MP,NCR
BAOL,Baoli,UP,NR
BAP,Belapur,MH,CR
BAPN,Baraipura Halt,BR,ECR
BAPR,Ballupur,UP,NER
BAQ,Ganj Basoda,MP,WCR
BAR,Bar,RJ,NWR
BARD,Duvri Kalan,MP,WCR
BARH,Barh,BR,ECR
BARI,Bari,RJ,NCR
BARJ,Bharatgarh,PB,NR
BARL,Baral,UP,NR
BARN,Baranagar Road,WB,ER
BARU,Baharu,WB,ER
BASA,Banosa,MH,CR
BASN,Bhainswan,HR,NR
BAT,Batala Junction,PB,NR
BATL,Baihatola,MP,SECR
BATS,Bhatsar,GJ,WR
BAU,Burhanpur,MP,CR
BAV,Baruva,AP,ECoR
BAW,Chik Banavar,KA,SWR
BAWA,Balwara,RJ,NWR
BAY,Bellary Junction,KA,SWR
BAYD,Beyad,GJ,WR
BAZ,Baran,RJ,WCR
BB,Bombay VT [former],,
BBA,Babrala,UP,NR
BBAE,Baidyabati,WB,ER
BBAI,Bhadbhunja,GJ,WR
BBAR,Bara,MP,WCR
BBC,Bhachhbar,RJ,NWR
BBD,Bablad,KA,CR
BBDB,Benoy Badal Dinesh Gardens,WB,ER
BBDE,Babarpur,HR,NR
BBE,Baghi Bardiha,BR,ECR
BBGN,Barua Bamungaon,AS,NFR
BBHT,Barabar Halt,BR,
BBJ,Babaganj,UP,NER
BBK,Barabanki Junction,UP,NR
BBKR,Baba Bakalaraya,PB,NR
BBL,Balrai,UP,NCR
BBLA,Bhyabla Halt,WB,ER
BBLK,B L Daspuri,UP,NCR
BBM,Barabhum,WB,SER
BBMN,Bari Brahman,JK,NR
BBN,Barbil,OR,SER
BBO,Babugarh,UP,NR
BBPM,Balabhadrapuram,AP,SCR
BBPR,Babupur,UP,NER
BBQ,Basin Bridge Junction,TN,SR
BBR,Bagh Bazar,WB,ER
BBS,Bhubaneswar,OR,ECoR
BBT,Birati,WB,ER
BBTR,Barbatpur,MP,CR
BBU,Bhabua Road,BR,ECR
BBV,Babhulgaon,MH,CR
BBW,Bodarwar,UP,NER
BBY,Bhadroli,MP,NCR
BC,Bareilly City,UP,NER
BCA,Bachwara Junction,BR,ECR
BCB,Bhowra Junction,JH,SER
BCD,Bansdih Road,BR,NER
BCF,Bankapasi,WB,ER
BCGM,Bainchigram,WB,ER
BCH,Berchha,MP,WR
BCHL,Bacheli,CG,ECoR
BCHN,Bochasan Junction,GJ,WR
BCHR,Bachar,GJ,WR
BCJ,Bagahabishunpur,BR,ECR
BCK,Balichak,WB,SER
BCL,Bombay Central (Local),,
BCM,Buranpudi,BR,ECR
BCN,Bachhrawan,UP,NR
BCO,Bhachau,,
BCOB,Bhachau Bg,GJ,WR
BCP,Bichpuri,UP,NCR
BCQ,Barachak,WB,ER
BCRD,Barchi Road,MP,CR
BCT,Mumbai Central,MH,WR
BCU,Bhuchchu,PB,NR
BCY,Varanasi City,UP,NER
BD,Badnera Junction,MH,CR
BDAG,Bonidanga,JH,ER
BDB,Vrindavan,,
BDBA,Badabandha Road,OR,ECoR
BDBG,Badhai Balamgarh Halt,PB,NR
BDBP,Basudebpur,BR,ER
BDBS,Bindubasini,JH,ER
BDC,Bandel Junction,WB,ER
BDCR,Bhadrachalam Road,AP,SCR
BDDR,Badodar,GJ,WR
BDE,Bodeli,GJ,WR
BDGP,Badanaguppe,KA,SWR
BDH,Bhedia,WB,ER
BDHA,Badhada,GJ,WR
BDHL,Badhal,RJ,NWR
BDHN,Bodhan,AP,SCR
BDHP,Bhudpur,UP,NR
BDHT,Bardi Halt,MP,SECR
BDHY,Budhi,JK,NR
BDI,Bhadli,MH,CR
BDIN,Bhadaiyan,UP,NR
BDJ,Vadakara,KL,SR
BDKE,Bhadsivni,MH,CR
BDKN,Bandhua Kalan,UP,NR
BDKT,Badakhandita,OR,ECoR
BDL,Vindhyachal,UP,NCR
BDM,Badami,KA,SWR
BDMA,Budhma,BR,ECR
BDME,Baidyanathdham Deoghar,JH,ER
BDMJ,Bhodwal Majri,HR,NR
BDN,Bhadan,UP,NCR
BDNK,Bodinayakkanur,,
BDNP,Bidanpur,UP,NCR
BDO,Bahalda Road,OR,SER
BDPA,Badalpur Ph,WB,
BDPG,Bada Padagaon,OR,ECoR
BDPK,Burhapanka,OR,ECoR
BDPL,Bandarupalle,AP,SCR
BDRL,Byadarahalli,KA,SWR
BDRN,Bhadran,GJ,WR
BDSW,Budhsinghwala,RJ,NWR
BDT,Bordubi Road,AS,NFR
BDTS,Mumbai Bandra Terminus,MH,WR
BDU,Badnapur,MH,SCR
BDV,Badanavalu,KA,SWR
BDVL,Budvel,AP,SCR
BDVT,Bhadravati,KA,SWR
BDW,Bandanwara,RJ,NWR
BDWA,Bandhwa Para,MP,SECR
BDWD,Bodwad,MH,CR
BDWL,Biradhwal,RJ,NWR
BDWS,Badarwas,MP,WCR
BDXT,Basai Dhankot,HR,NR
BDXX,Bade Arapur,CG,ECoR
BDY,Buddireddippati,TN,SR
BDYP,Bidyadharpur,WB,ER
BDZ,Badkulla,WB,ER
BE,Bareilly,UP,NR
BEA,Bihiya,BR,ECR
BEAS,Beas,PB,NR
BEB,Beldanga,WB,ER
BED,Baseri,UP,NCR
BEDM,Bedham,RJ,NCR
BEE,Bebejia,AS,NFR
BEF,Bhupdeopur,CG,SECR
BEG,Behtagokul,UP,NR
BEH,Bagdihi,OR,SER
BEHR,Beohari,MP,WCR
BEHS,Bihar Sharif,BR,ECR
BEJ,Beniganj,UP,NR
BEK,Bundki,UP,NR
BELA,Bela,BR,ECR
BELD,Belkhera,MP,WCR
BEM,Budaun,UP,NER
BEML,BEML Nagar,KA,SWR
BENL,Benl,KA,SWR
BEO,Birohe,UP,NCR
BEP,Bheerpur,UP,NCR
BEQ,Belur,WB,ER
BER,Beawar,RJ,NWR
BERO,Bero,WB,SER
BET,Bareth,MP,WCR
BETI,Bhetasi,,WR
BEU,Bisheshwarganj,UP,NER
BEW,Betavad,MH,WR
BEY,Bugganipalli Cement Nagar,AP,SCR
BF,Bagetar,AS,NFR
BFD,Borhat,AS,NFR
BFE,Bahawal Basi,PB,NR
BFG,Bagthar,UP,NCR
BFJ,Bhoras Budrukh,MH,CR
BFM,Bhalui,BR,ECR
BFN,Bugana,HR,NR
BFP,Bilochpura Agra,UP,NCR
BFPA,Bhopatpur,UP,NER
BFQ,Bendi,JH,ECR
BFR,Bekal Fort,KL,SR
BFT,Bhabta,WB,ER
BFV,Bahelia Buzurg,UP,NER
BFW,Byatrayanhalli,KA,SWR
BFX,Baghi Ghauspur,BR,ECR
BFY,Bhesana,RJ,NWR
BFZ,Bhandartikuri,WB,ER
BG,Bhongir,AP,SCR
BGA,Bagalia,WB,SER
BGAE,Balagarh,WB,ER
BGAN,Bangain,UP,NER
BGBR,Bagbahra,CG,ECoR
BGD,Bara Gudah,HR,NWR
BGDA,Bogada,OR,
BGDS,Bhagwanpur Desu,BR,ECR
BGF,Bagila,WB,ER
BGG,Banta Raghunathgarh,RJ,NWR
BGH,Baghauli,UP,NR
BGHI,Baghai Road,MP,WCR
BGHU,Borraguhallu,AP,ECoR
BGJT,Bagha Jatin,WB,ER
BGK,Bagalkot,KA,SWR
BGKA,Bangurkela,OR,SER
BGKT,Bhagat Ki Kothi,RJ,NWR
BGL,Bagula,WB,ER
BGLI,Bargolai,AS,NFR
BGM,Belgaum,KA,SWR
BGMR,Bagumra,GJ,WR
BGMU,Bangarmau,UP,NR
BGN,Borgaon,MH,CR
BGNA,Balgona,WB,ER
BGO,Bogri Road,WB,SER
BGP,Bhagalpur,BR,ER
BGPA,Bageshapura,KA,SWR
BGPL,Baghuapal,OR,ECoR
BGPR,Bhagwanpura,RJ,NWR
BGQ,Bhongaon,UP,NCR
BGR,Bhagdara,MH,CR
BGRA,Baghnapara,WB,ER
BGRD,Beliaghata Road,WB,ER
BGRM,Biggabas Ramsara,RJ,NWR
BGS,Begu Sarai,BR,ECR
BGSF,Bisugirsharif,AP,SCR
BGTA,Bagra Tawa,MP,WCR
BGTN,Bhagtanwala,,
BGU,Bairgania,BR,ECR
BGUA,Bariguda,OR,
BGVN,Bhigwan,MH,CR
BGW,Begdewadi,MH,CR
BGWD,Bagewadi,KA,SWR
BGX,Bagri Sajjanpur,RJ,NWR
BGZ,Bahadurgarh,HR,NR
BH,Bharuch Junction,GJ,WR
BHA,Bhandai,UP,NCR
BHAN,Bhoyani,GJ,WR
BHAT,Bhatpura,MP,NCR
BHB,Badla Ghat,BR,ECR
BHBK,Bodhadi Bujrug,MH,SCR
BHBR,Bathua Bazar,UP,NER
BHC,Bhadrakh,OR,ECoR
BHCL,Bahora Chandil,UP,ECR
BHD,Badli,DL,NR
BHDH,Bahadurpur Halt,UP,NR
BHDR,Bhadri,UP,NR
BHET,Bhestan,GJ,WR
BHG,Bhaton Ki Gali,RJ,NWR
BHGH,Bhairgachhi,WB,ER
BHGJ,Bihariganj,BR,ECR
BHGN,Bhilgaon,AS,NFR
BHGP,Bhagirathpur,UP,NER
BHHT,Barhara,BR,
BHHZ,Behta Hazipur Halt,UP,NR
BHI,Baheri,UP,NER
BHJ,Barhaj Bazar,UP,NER
BHJA,Bheja,OR,ECoR
BHK,Badhari Kalan,UP,NER
BHKA,Bahira Kalibari,WB,ER
BHKD,Bhurkunda,JH,ECR
BHKH,Baghoi Kusa,BR,ECR
BHKL,Bhakrauli,UP,NR
BHL,Bhilwara,RJ,NWR
BHLA,Behula,WB,ER
BHLE,Barahat,BR,ER
BHLI,Bohali,MH,CR
BHLK,Bhalki,KA,SCR
BHLP,Bhulanpur,UP,NER
BHM,Bahram,PB,NR
BHME,Bhandaridah,,ECR
BHN,Bhuli,JH,ECR
BHNA,Bhayna,WB,ER
BHNE,Bhone,MH,WR
BHNS,Bhansi,CG,ECoR
BHOJ,Bhoj Padra,GJ,WR
BHP,Bolpur Shantiniketan,WB,ER
BHPA,Bahrupiya Halt,WB,ER
BHR,Bhadreshwar,WB,ER
BHRB,Bhairabi,MZ,
BHRD,Baghara Road,,SER
BHRJ,Becharji,GJ,WR
BHRL,Bharoli Junction,PB,NR
BHS,Vidisha,MP,WCR
BHSA,Bhisa Halt,BR,ECR
BHT,Bhattu,HR,NWR
BHTA,Bhatiya,GJ,WR
BHTK,Bhanwar Tonk,CG,SECR
BHTL,Bhatel,GJ,WR
BHTN,Bhitoni,MP,WCR
BHTR,Bhatpar Rani,UP,NER
BHTS,Bhatasa,UP,NER
BHU,Bhandu Motidau,GJ,WR
BHUA,Bhua,UP,NCR
BHUJ,Bhuj,GJ,WR
BHV,Bhoma,MP,SECR
BHW,Barharwa Junction,JH,ER
BHWA,Bechhiwara,RJ,NWR
BHWR,Bhitiharwa Ashram,BR,ECR
BHX,Bulluana,PB,NR
BHY,Bhayavadar,GJ,WR
BHZ,Bihara,AS,NFR
BI,Bari Sadri,RJ,NWR
BIA,Bhilai,CG,SECR
BIB,Birpur,RJ,NCR
BIC,Bichia,UP,NER
BID,Bidadi,KA,SWR
BIDR,Bidar,KA,SCR
BIF,Bhaironpur,MP,WCR
BIG,Belgahna,CG,SECR
BIGA,Bigga,RJ,NWR
BIH,Bairagarh,MP,WR
BIJ,Birnagar,WB,ER
BIJR,Bijoor,KA,KR
BIK,Bhira Kheri,UP,NER
BILA,Bheslana,RJ,NWR
BILD,Bildi,MP,WR
BILK,Bilkha,GJ,WR
BILP,Bhilpur,GJ,WR
BIM,Bilimora Junction,GJ,WR
BIML,Bhimal,RJ,NWR
BINA,Bina Junction,MP,WCR
BINR,Brij Nagar,RJ,NCR
BIO,Bordi,GJ,WR
BIP,Bahilpurwa,UP,NCR
BIPR,Bheempura,RJ,NWR
BIQ,Bansi Paharpur,RJ,NCR
BIR,Bir,MP,WCR
BIRD,Bhiwandi Road,MH,CR
BIRL,Biraul,BR,ECR
BIRP,Birarajpur,JH,SER
BIS,Biswa Bridge,MH,CR
BISH,Bishengarh,RJ,NWR
BIU,Bidupur,,
BIV,Bamhani Banjur,MP,SECR
BIWK,Bisalwas Kalan,RJ,WR
BIX,Bhind,MP,NCR
BIY,Bardoli,GJ,WR
BIZ,Baihata,AS,NFR
BJ,Bahjoi,UP,NR
BJA,Bijrotha,UP,NCR
BJD,Barejadi,GJ,WR
BJE,Bhojudih Junction,JH,SER
BJF,Bijni,AS,NFR
BJG,Bajrangarh,MP,WR
BJI,Bijauli,UP,NCR
BJIH,Bijuli Halt,BR,ECR
BJK,Bijora,RJ,WCR
BJLP,Barai Jalalpur,UP,NER
BJM,Bhagavathipuram,,
BJMD,Bara Jamda,JH,SER
BJMR,Baijnath Mandir,HP,NR
BJN,Bejnal,RJ,NWR
BJNR,Bijainagar,RJ,NWR
BJO,Bijnor,UP,NR
BJP,Bijapur,KA,SWR
BJPL,Baijnath Paprola,HP,NR
BJPR,Bijaipur Road,MP,NCR
BJQ,Baghora,MP,WCR
